,gene,pvalue,effet
3449,ECH3937_v6b_ABF-0019811,3.2183145037834e-12,Activation
1150,ECH3937_v6b_ABF-0016364,3.22852855560996e-12,Activation
1180,ECH3937_v6b_ABF-0016412,3.26938476291616e-12,Activation
2863,ECH3937_v6b_ABF-0018908,3.28181926079196e-12,Activation
3576,ECH3937_v6b_ABF-0019997,3.33666427820845e-12,Activation
1706,ECH3937_v6b_ABF-0017215,3.34021699188725e-12,Activation
1907,ECH3937_v6b_ABF-0017512,3.39150929562493e-12,Activation
2342,ECH3937_v6b_ABF-0018129,3.39461792009388e-12,Activation
183,ECH3937_v6b_ABF-0014843,3.42259554031443e-12,Activation
360,ECH3937_v6b_ABF-0015096,3.45079520513991e-12,Activation
2999,ECH3937_v6b_ABF-0019121,3.46611628287974e-12,Activation
2649,ECH3937_v6b_ABF-0018589,3.50630635637117e-12,Activation
4448,ECH3937_v6b_ABF-0047054,3.5154101851731e-12,Activation
2388,ECH3937_v6b_ABF-0018204,3.5242919693701e-12,Activation
4371,ECH3937_v6b_ABF-0046926,3.5242919693701e-12,Activation
3421,ECH3937_v6b_ABF-0019761,3.52540219239472e-12,Activation
29,ECH3937_v6b_ABF-0014540,3.52762263844397e-12,Activation
1338,ECH3937_v6b_ABF-0016662,3.54227758236902e-12,Activation
2047,ECH3937_v6b_ABF-0017720,3.54538620683797e-12,Repression
4455,ECH3937_v6b_ABF-0047073,3.5473846082823e-12,Activation
1369,ECH3937_v6b_ABF-0016707,3.57691654073733e-12,Activation
4413,ECH3937_v6b_ABF-0046994,3.60755869621698e-12,Activation
3486,ECH3937_v6b_ABF-0019870,3.64819285891826e-12,Activation
3221,ECH3937_v6b_ABF-0019445,3.65441010785617e-12,Activation
3109,ECH3937_v6b_ABF-0019287,3.67417207769449e-12,Activation
927,ECH3937_v6b_ABF-0016022,3.74722475271483e-12,Activation
212,ECH3937_v6b_ABF-0014888,3.80406817157564e-12,Repression
462,ECH3937_v6b_ABF-0015244,3.81561449103174e-12,Activation
4196,ECH3937_v6b_ABF-0046526,3.9261927042844e-12,Activation
4070,ECH3937_v6b_ABF-0020708,3.92930132875335e-12,Activation
2166,ECH3937_v6b_ABF-0017881,3.94129173741931e-12,Activation
1545,ECH3937_v6b_ABF-0016970,3.96260801949211e-12,Activation
4315,ECH3937_v6b_ABF-0046794,4.02033961677262e-12,Activation
1131,ECH3937_v6b_ABF-0016335,4.04898337080795e-12,Activation
4457,ECH3937_v6b_ABF-0047078,4.07940348168268e-12,Activation
2779,ECH3937_v6b_ABF-0018776,4.12470058108738e-12,Activation
3337,ECH3937_v6b_ABF-0019616,4.18620693665162e-12,Activation
3773,ECH3937_v6b_ABF-0020288,4.19153600716982e-12,Activation
1188,ECH3937_v6b_ABF-0016423,4.23461266052527e-12,Activation
3263,ECH3937_v6b_ABF-0019507,4.30566693410128e-12,Repression
4291,ECH3937_v6b_ABF-0046736,4.31565894132291e-12,Activation
3050,ECH3937_v6b_ABF-0019194,4.33186819748244e-12,Activation
4293,ECH3937_v6b_ABF-0046738,4.37028191413447e-12,Activation
456,ECH3937_v6b_ABF-0015237,4.47952785975758e-12,Activation
1733,ECH3937_v6b_ABF-0017248,4.55702142687642e-12,Activation
916,ECH3937_v6b_ABF-0016005,4.57212046001132e-12,Activation
1311,ECH3937_v6b_ABF-0016626,4.60320670470082e-12,Activation
1731,ECH3937_v6b_ABF-0017246,4.6367354400445e-12,Activation
1342,ECH3937_v6b_ABF-0016670,4.67137439841281e-12,Activation
1869,ECH3937_v6b_ABF-0017456,4.70046224165799e-12,Activation
1075,ECH3937_v6b_ABF-0016244,4.78994621744278e-12,Activation
440,ECH3937_v6b_ABF-0015216,4.79305484191173e-12,Activation
3420,ECH3937_v6b_ABF-0019759,4.87898610401771e-12,Activation
2161,ECH3937_v6b_ABF-0017876,4.90296692134962e-12,Activation
2940,ECH3937_v6b_ABF-0019027,4.92006435592884e-12,Activation
1721,ECH3937_v6b_ABF-0017233,5.02264896340421e-12,Activation
2269,ECH3937_v6b_ABF-0018030,5.03619368430464e-12,Activation
533,ECH3937_v6b_ABF-0015468,5.04796204836566e-12,Activation
53,ECH3937_v6b_ABF-0014579,5.05062658362476e-12,Activation
2589,ECH3937_v6b_ABF-0018501,5.06483743833996e-12,Activation
1346,ECH3937_v6b_ABF-0016675,5.13389331047165e-12,Activation
1364,ECH3937_v6b_ABF-0016698,5.13566966731105e-12,Activation
1333,ECH3937_v6b_ABF-0016655,5.14344122848343e-12,Activation
31,ECH3937_v6b_ABF-0014543,5.18562970341918e-12,Activation
2636,ECH3937_v6b_ABF-0018564,5.36726219024786e-12,Activation
