,gene,pvalue,effet
994,ECH3937_v6b_ABF-0016122,7.69340147144248e-10,Repression
1235,ECH3937_v6b_ABF-0016505,7.76438024985282e-10,Repression
595,ECH3937_v6b_ABF-0015561,7.85191467400637e-10,Repression
3466,ECH3937_v6b_ABF-0019839,7.87556686532298e-10,Repression
3990,ECH3937_v6b_ABF-0020588,7.97860444379239e-10,Repression
2918,ECH3937_v6b_ABF-0018994,7.99245558624762e-10,Repression
4248,ECH3937_v6b_ABF-0046646,8.00285171465021e-10,Activation
2904,ECH3937_v6b_ABF-0018968,8.0736572982687e-10,Repression
3303,ECH3937_v6b_ABF-0019565,8.65955751550018e-10,Repression
4133,ECH3937_v6b_ABF-0020798,8.80127970503963e-10,Activation
3623,ECH3937_v6b_ABF-0020062,9.00720387164711e-10,Repression
4393,ECH3937_v6b_ABF-0046964,9.11851039120393e-10,Repression
586,ECH3937_v6b_ABF-0015549,9.31804411408166e-10,Repression
1326,ECH3937_v6b_ABF-0016646,9.4464658317861e-10,Repression
1972,ECH3937_v6b_ABF-0017603,9.46952738445361e-10,Activation
4504,ECH3937_v6b_ABF-0047163,9.51143830363321e-10,Repression
2256,ECH3937_v6b_ABF-0018014,9.76764225057991e-10,Repression
4511,ECH3937_v6b_ABF-0047171,9.78065628487457e-10,Repression
1520,ECH3937_v6b_ABF-0016933,9.9787156315756e-10,Repression
64,ECH3937_v6b_ABF-0014601,1.00038266559466e-09,Repression
2677,ECH3937_v6b_ABF-0018635,1.009198502544e-09,Repression
18,ECH3937_v6b_ABF-0014523,1.03396535777733e-09,Repression
3757,ECH3937_v6b_ABF-0020259,1.13022058378931e-09,Repression
2356,ECH3937_v6b_ABF-0018157,1.13976383886438e-09,Repression
582,ECH3937_v6b_ABF-0015540,1.17085541262441e-09,Repression
3887,ECH3937_v6b_ABF-0020453,1.17865828208608e-09,Repression
2439,ECH3937_v6b_ABF-0018280,1.18756160460975e-09,Repression
2456,ECH3937_v6b_ABF-0018317,1.21492593763151e-09,Activation
3124,ECH3937_v6b_ABF-0019307,1.23241572502764e-09,Repression
250,ECH3937_v6b_ABF-0014944,1.27512711500799e-09,Repression
3629,ECH3937_v6b_ABF-0020071,1.28388943920754e-09,Repression
1236,ECH3937_v6b_ABF-0016506,1.31858346463787e-09,Repression
721,ECH3937_v6b_ABF-0015726,1.35372602017014e-09,Repression
3022,ECH3937_v6b_ABF-0019155,1.36451916432634e-09,Repression
402,ECH3937_v6b_ABF-0015167,1.37474609473998e-09,Repression
2518,ECH3937_v6b_ABF-0018398,1.38102707047949e-09,Repression
4103,ECH3937_v6b_ABF-0020763,1.42955292048441e-09,Repression
424,ECH3937_v6b_ABF-0015199,1.44082967779013e-09,Repression
697,ECH3937_v6b_ABF-0015694,1.44765732734697e-09,Repression
1105,ECH3937_v6b_ABF-0016291,1.4608727560983e-09,Repression
2808,ECH3937_v6b_ABF-0018823,1.46563516878473e-09,Activation
1875,ECH3937_v6b_ABF-0017465,1.4659224945035e-09,Repression
1299,ECH3937_v6b_ABF-0016600,1.47418255380671e-09,Repression
2293,ECH3937_v6b_ABF-0018062,1.47796841432069e-09,Repression
3876,ECH3937_v6b_ABF-0020438,1.48213619155513e-09,Repression
2817,ECH3937_v6b_ABF-0018840,1.51556411864817e-09,Repression
4134,ECH3937_v6b_ABF-0020799,1.5218097892955e-09,Activation
32,ECH3937_v6b_ABF-0014545,1.52710155632008e-09,Repression
258,ECH3937_v6b_ABF-0014956,1.54021462250853e-09,Repression
3266,ECH3937_v6b_ABF-0019510,1.54515511496811e-09,Activation
138,ECH3937_v6b_ABF-0014777,1.5564123323486e-09,Repression
379,ECH3937_v6b_ABF-0015129,1.56686663643768e-09,Repression
3744,ECH3937_v6b_ABF-0020238,1.62881974574702e-09,Activation
1280,ECH3937_v6b_ABF-0016570,1.66229452425171e-09,Repression
3644,ECH3937_v6b_ABF-0020090,1.67271574369465e-09,Repression
3293,ECH3937_v6b_ABF-0019550,1.69153091533758e-09,Repression
893,ECH3937_v6b_ABF-0015973,1.72060943270935e-09,Repression
1937,ECH3937_v6b_ABF-0017555,1.73364167466161e-09,Repression
3699,ECH3937_v6b_ABF-0020173,1.73839054262714e-09,Repression
129,ECH3937_v6b_ABF-0014766,1.77665948619676e-09,Repression
3390,ECH3937_v6b_ABF-0019707,1.78818759799526e-09,Repression
3643,ECH3937_v6b_ABF-0020089,1.78856840449271e-09,Repression
820,ECH3937_v6b_ABF-0015878,1.81335391147286e-09,Repression
2412,ECH3937_v6b_ABF-0018239,1.84628490274008e-09,Repression
